Date,State,TotalSamples,Negative,Positive
09-04-2020,Madhya Pradesh,5135,3989,411
10-04-2020,Madhya Pradesh,7049,4840,451
11-04-2020,Madhya Pradesh,8516,5790,529
12-04-2020,Madhya Pradesh,10481,6875,562
13-04-2020,Madhya Pradesh,10481,6875,614
14-04-2020,Madhya Pradesh,8105,7103,741
15-04-2020,Madhya Pradesh,9596,8658,938
16-04-2020,Madhya Pradesh,13492,12326,1164
17-04-2020,Madhya Pradesh,15302,13992,1310
18-04-2020,Madhya Pradesh,14978,13576,1402
19-04-2020,Madhya Pradesh,17835,16428,1407
20-04-2020,Madhya Pradesh,19142,17657,1485
21-04-2020,Madhya Pradesh,20905,19353,1552
22-04-2020,Madhya Pradesh,22664,21077,1587
23-04-2020,Madhya Pradesh,24548,22861,1687
24-04-2020,Madhya Pradesh,26233,24387,1846
25-04-2020,Madhya Pradesh,27866,25921,1945
26-04-2020,Madhya Pradesh,25232,21716,2090
27-04-2020,Madhya Pradesh,27009,23500,2165
28-04-2020,Madhya Pradesh,31060,26159,2387
29-04-2020,Madhya Pradesh,33837,29261,2560
30-04-2020,Madhya Pradesh,41712,29816,2625
01-05-2020,Madhya Pradesh,44116,39353,2715
02-05-2020,Madhya Pradesh,46578,41460,2788
03-05-2020,Madhya Pradesh,49186,43937,2837
04-05-2020,Madhya Pradesh,52095,46634,2942
05-05-2020,Madhya Pradesh,54595,48931,3049
06-05-2020,Madhya Pradesh,54595,51479,3138
07-05-2020,Madhya Pradesh,61020,55002,3252
08-05-2020,Madhya Pradesh,63705,57528,3341
09-05-2020,Madhya Pradesh,68010,61629,3457
10-05-2020,Madhya Pradesh,72069,65436,3614
11-05-2020,Madhya Pradesh,76039,69187,3785
12-05-2020,Madhya Pradesh,80885,73761,3986
13-05-2020,Madhya Pradesh,85903,77738,4173
14-05-2020,Madhya Pradesh,89760,82028,4426
15-05-2020,Madhya Pradesh,93849,85879,4595
16-05-2020,Madhya Pradesh,99677,91393,4790
17-05-2020,Madhya Pradesh,103898,95355,4977
18-05-2020,Madhya Pradesh,112168,100469,5236
19-05-2020,Madhya Pradesh,116473,104348,5465
20-05-2020,Madhya Pradesh,120737,108744,5735
21-05-2020,Madhya Pradesh,125608,112947,5981
22-05-2020,Madhya Pradesh,129060,116835,6170
23-05-2020,Madhya Pradesh,132769,121033,6371
24-05-2020,Madhya Pradesh,135889,124549,6665
25-05-2020,Madhya Pradesh,138584,128267,6859
26-05-2020,Madhya Pradesh,141508,131415,7024
27-05-2020,Madhya Pradesh,146144,134774,7261
28-05-2020,Madhya Pradesh,151182,138387,7453
29-05-2020,Madhya Pradesh,155436,142383,7645
30-05-2020,Madhya Pradesh,161552,146616,7891
31-05-2020,Madhya Pradesh,167808,151793,8089
01-06-2020,Madhya Pradesh,172019,157790,8283
02-06-2020,Madhya Pradesh,177481,163100,8420
03-06-2020,Madhya Pradesh,183662,168219,8588
04-06-2020,Madhya Pradesh,189252,173392,8762
05-06-2020,Madhya Pradesh,195249,179234,8996
06-06-2020,Madhya Pradesh,200913,184202,9228
07-06-2020,Madhya Pradesh,208514,190155,9401
08-06-2020,Madhya Pradesh,215194,196497,9638
09-06-2020,Madhya Pradesh,220936,203131,9849
10-06-2020,Madhya Pradesh,228042,210081,10049
11-06-2020,Madhya Pradesh,233740,217860,10241
12-06-2020,Madhya Pradesh,241461,224064,10443
13-06-2020,Madhya Pradesh,246973,231123,10641
14-06-2020,Madhya Pradesh,252762,236649,10802
15-06-2020,Madhya Pradesh,258040,242117,10935
16-06-2020,Madhya Pradesh,263983,247196,11083
17-06-2020,Madhya Pradesh,271205,253474,11244
18-06-2020,Madhya Pradesh,277451,260395,11426
19-06-2020,Madhya Pradesh,282674,267247,11582
20-06-2020,Madhya Pradesh,290831,273628,11724
21-06-2020,Madhya Pradesh,296943,280480,11903
22-06-2020,Madhya Pradesh,302673,286516,12078
23-06-2020,Madhya Pradesh,307812,291733,12261
24-06-2020,Madhya Pradesh,314978,298712,12448
25-06-2020,Madhya Pradesh,321595,305182,12595
26-06-2020,Madhya Pradesh,329079,312463,12798
27-06-2020,Madhya Pradesh,337041,320258,12965
28-06-2020,Madhya Pradesh,344836,327832,13186
29-06-2020,Madhya Pradesh,353612,336424,13370
30-06-2020,Madhya Pradesh,365467,346060,13593
01-07-2020,Madhya Pradesh,372811,355136,13861
02-07-2020,Madhya Pradesh,380655,362735,14106
03-07-2020,Madhya Pradesh,389180,371069,14297
04-07-2020,Madhya Pradesh,398329,379911,14604
05-07-2020,Madhya Pradesh,407882,389138,14930
06-07-2020,Madhya Pradesh,417402,398304,15284
07-07-2020,Madhya Pradesh,427143,407702,15627
08-07-2020,Madhya Pradesh,437930,418080,16036
09-07-2020,Madhya Pradesh,449680,429525,16341
10-07-2020,Madhya Pradesh,460941,440470,16657
11-07-2020,Madhya Pradesh,474461,453446,17201
12-07-2020,Madhya Pradesh,486176,465270,17632
13-07-2020,Madhya Pradesh,509223,486956,18207
14-07-2020,Madhya Pradesh,521700,498635,19005
15-07-2020,Madhya Pradesh,540483,516780,19643
16-07-2020,Madhya Pradesh,553082,528644,20378
17-07-2020,Madhya Pradesh,567364,542222,21082
18-07-2020,Madhya Pradesh,583655,557831,21763
19-07-2020,Madhya Pradesh,599640,572979,22600
20-07-2020,Madhya Pradesh,615862,588491,23310
21-07-2020,Madhya Pradesh,631067,602911,24095
22-07-2020,Madhya Pradesh,645003,616100,24842
23-07-2020,Madhya Pradesh,658869,629334,25474
24-07-2020,Madhya Pradesh,670155,639884,26210
25-07-2020,Madhya Pradesh,684419,653432,26926
26-07-2020,Madhya Pradesh,698171,666310,27800
27-07-2020,Madhya Pradesh,711982,679332,28589
28-07-2020,Madhya Pradesh,724673,691395,29217
29-07-2020,Madhya Pradesh,738986,704791,30134
30-07-2020,Madhya Pradesh,752924,717895,30968
31-07-2020,Madhya Pradesh,767571,731704,31806
01-08-2020,Madhya Pradesh,783769,747094,32614
02-08-2020,Madhya Pradesh,799500,761904,33535
03-08-2020,Madhya Pradesh,812362,774016,34285
04-08-2020,Madhya Pradesh,825723,786580,35082
05-08-2020,Madhya Pradesh,838041,798246,35734
06-08-2020,Madhya Pradesh,846484,805859,36564
07-08-2020,Madhya Pradesh,859921,818562,37298
08-08-2020,Madhya Pradesh,874678,832460,38157
09-08-2020,Madhya Pradesh,891698,848394,39025
10-08-2020,Madhya Pradesh,909926,865756,39891
11-08-2020,Madhya Pradesh,931143,886130,Null
12-08-2020,Madhya Pradesh,951822,905939,Null
13-08-2020,Madhya Pradesh,972046,925149,Null
14-08-2020,Madhya Pradesh,992172,944479,Null
15-08-2020,Madhya Pradesh,1013332,964620,44433
16-08-2020,Madhya Pradesh,1035343,985609,Null
17-08-2020,Madhya Pradesh,1055205,1004541,Null
18-08-2020,Madhya Pradesh,1072575,1020921,47375
19-08-2020,Madhya Pradesh,1089939,1037309,Null
20-08-2020,Madhya Pradesh,1111158,1057376,Null
21-08-2020,Madhya Pradesh,1133826,1078907,50640
22-08-2020,Madhya Pradesh,1158510,1102365,Null
23-08-2020,Madhya Pradesh,1181280,1123872,Null
24-08-2020,Madhya Pradesh,1203705,1145005,Null
25-08-2020,Madhya Pradesh,1226559,1166480,Null
26-08-2020,Madhya Pradesh,1248021,1186878,Null
27-08-2020,Madhya Pradesh,1271846,1209386,Null
28-08-2020,Madhya Pradesh,1297699,1233987,Null
29-08-2020,Madhya Pradesh,1324851,1259697,Null
30-08-2020,Madhya Pradesh,1349814,1283102,Null
31-08-2020,Madhya Pradesh,1377427,1309183,Null
01-09-2020,Madhya Pradesh,1398277,1328508,Null
02-09-2020,Madhya Pradesh,1419750,1348557,Null
03-09-2020,Madhya Pradesh,1443477,1370612,Null
04-09-2020,Madhya Pradesh,1469459,1394936,Null
05-09-2020,Madhya Pradesh,1494848,1418689,Null
06-09-2020,Madhya Pradesh,1519014,1441161,Null
07-09-2020,Madhya Pradesh,1541356,1461618,Null
08-09-2020,Madhya Pradesh,1563953,1482351,Null
09-09-2020,Madhya Pradesh,1587945,1504474,Null
10-09-2020,Madhya Pradesh,1611639,1525981,Null
11-09-2020,Madhya Pradesh,1635070,1547172,Null
12-09-2020,Madhya Pradesh,1658175,1567930,Null
13-09-2020,Madhya Pradesh,1680074,1587548,Null
14-09-2020,Madhya Pradesh,1700929,1605920,Null
15-09-2020,Madhya Pradesh,1721188,1623856,Null
16-09-2020,Madhya Pradesh,1736474,1636680,Null
17-09-2020,Madhya Pradesh,1762070,1659885,Null
18-09-2020,Madhya Pradesh,1782505,1677768,Null
19-09-2020,Madhya Pradesh,1801714,1694370,Null
20-09-2020,Madhya Pradesh,1822297,1712374,Null
21-09-2020,Madhya Pradesh,1844080,1731634,Null
22-09-2020,Madhya Pradesh,1861778,1746788,Null
23-09-2020,Madhya Pradesh,1884858,1767522,Null
24-09-2020,Madhya Pradesh,1904145,1784505,Null
25-09-2020,Madhya Pradesh,1929748,1807881,Null
26-09-2020,Madhya Pradesh,1952747,1828569,Null
27-09-2020,Madhya Pradesh,1971589,1845101,Null
28-09-2020,Madhya Pradesh,1993227,1864782,Null
29-09-2020,Madhya Pradesh,2011959,1881637,Null
30-09-2020,Madhya Pradesh,2035134,1902808,Null
01-10-2020,Madhya Pradesh,2063765,1929398,Null
02-10-2020,Madhya Pradesh,2093269,1956880,Null
03-10-2020,Madhya Pradesh,2117799,1979599,Null
04-10-2020,Madhya Pradesh,2208006,2003105,Null
05-10-2020,Madhya Pradesh,2232079,2025718,Null
06-10-2020,Madhya Pradesh,2257909,2049978,Null
07-10-2020,Madhya Pradesh,2289634,2080064,Null
08-10-2020,Madhya Pradesh,2320430,2109145,Null
09-10-2020,Madhya Pradesh,2348457,2135565,Null
10-10-2020,Madhya Pradesh,2377711,2163203,Null
11-10-2020,Madhya Pradesh,2404153,2188070,Null
12-10-2020,Madhya Pradesh,2428707,2211146,Null
13-10-2020,Madhya Pradesh,2453709,2234685,Null
14-10-2020,Madhya Pradesh,2481194,2261124,Null
15-10-2020,Madhya Pradesh,2508619,2287241,Null
16-10-2020,Madhya Pradesh,2534366,2311636,Null
17-10-2020,Madhya Pradesh,2560849,2336897,Null
18-10-2020,Madhya Pradesh,2585631,2360649,Null
19-10-2020,Madhya Pradesh,2607185,2381188,Null
20-10-2020,Madhya Pradesh,2630278,2403306,Null
21-10-2020,Madhya Pradesh,2656824,2428734,Null
22-10-2020,Madhya Pradesh,2687838,2458703,Null
23-10-2020,Madhya Pradesh,2718925,2488837,Null
24-10-2020,Madhya Pradesh,2750620,2519528,Null
25-10-2020,Madhya Pradesh,2781721,2549678,Null
26-10-2020,Madhya Pradesh,2807820,2575057,Null
27-10-2020,Madhya Pradesh,2827043,2593766,Null
28-10-2020,Madhya Pradesh,2853030,2618965,Null
29-10-2020,Madhya Pradesh,2879262,2644469,Null
30-10-2020,Madhya Pradesh,2908257,2672773,Null
31-10-2020,Madhya Pradesh,2934314,2698161,Null
01-11-2020,Madhya Pradesh,2958883,2722007,Null
02-11-2020,Madhya Pradesh,2983044,2745533,Null
03-11-2020,Madhya Pradesh,3016456,2770446,Null
04-11-2020,Madhya Pradesh,3042647,2795930,Null
05-11-2020,Madhya Pradesh,3069092,2821641,Null
06-11-2020,Madhya Pradesh,3096294,2848065,Null
07-11-2020,Madhya Pradesh,3123070,2873976,Null
08-11-2020,Madhya Pradesh,3151590,2901605,Null
09-11-2020,Madhya Pradesh,3177147,2926353,Null
10-11-2020,Madhya Pradesh,3202500,2950806,Null
11-11-2020,Madhya Pradesh,3227919,2975342,Null
12-11-2020,Madhya Pradesh,3254457,3000834,Null
13-11-2020,Madhya Pradesh,3280711,3026040,Null
14-11-2020,Madhya Pradesh,3308898,3050913,Null
15-11-2020,Madhya Pradesh,3323954,3067401,Null
16-11-2020,Madhya Pradesh,3336926,3079776,Null
17-11-2020,Madhya Pradesh,3354884,3096812,Null
18-11-2020,Madhya Pradesh,3377699,3118418,Null
19-11-2020,Madhya Pradesh,3404747,3144103,Null
20-11-2020,Madhya Pradesh,3436118,3173946,Null
21-11-2020,Madhya Pradesh,3467809,3203937,Null
22-11-2020,Madhya Pradesh,3500180,3234510,Null
23-11-2020,Madhya Pradesh,3530106,3262735,Null
24-11-2020,Madhya Pradesh,3562371,3293234,Null
25-11-2020,Madhya Pradesh,3595382,3324472,Null
26-11-2020,Madhya Pradesh,3629507,3356929,Null
27-11-2020,Madhya Pradesh,3660907,3386684,Null
28-11-2020,Madhya Pradesh,3691219,3415362,Null
29-11-2020,Madhya Pradesh,3722973,3445602,Null
30-11-2020,Madhya Pradesh,3751131,3472377,Null
01-12-2020,Madhya Pradesh,3779891,3499780,Null
02-12-2020,Madhya Pradesh,3809683,3528133,Null
03-12-2020,Madhya Pradesh,3840006,3557006,Null
04-12-2020,Madhya Pradesh,3869782,3585458,Null
05-12-2020,Madhya Pradesh,3899734,3614058,Null
06-12-2020,Madhya Pradesh,3932230,3645099,Null
07-12-2020,Madhya Pradesh,3961552,3673114,Null
08-12-2020,Madhya Pradesh,3991537,3701754,Null
09-12-2020,Madhya Pradesh,4021034,3729979,Null
10-12-2020,Madhya Pradesh,4052754,3760380,Null
11-12-2020,Madhya Pradesh,4082106,3788510,Null
12-12-2020,Madhya Pradesh,4111413,3816535,Null
13-12-2020,Madhya Pradesh,4138744,3842685,Null
14-12-2020,Madhya Pradesh,4165575,3868458,Null
15-12-2020,Madhya Pradesh,4193126,3894936,Null
16-12-2020,Madhya Pradesh,4222445,3923176,Null
17-12-2020,Madhya Pradesh,4253128,3952698,Null
18-12-2020,Madhya Pradesh,4283008,3981397,Null
19-12-2020,Madhya Pradesh,4310531,4007835,Null
20-12-2020,Madhya Pradesh,4339056,4035291,Null
21-12-2020,Madhya Pradesh,4365507,4060707,Null
22-12-2020,Madhya Pradesh,4393989,4088184,Null
23-12-2020,Madhya Pradesh,4420566,4113754,Null
24-12-2020,Madhya Pradesh,4449846,4141996,Null
25-12-2020,Madhya Pradesh,4479202,4113671,Null
26-12-2020,Madhya Pradesh,4505014,4138477,Null
27-12-2020,Madhya Pradesh,4531859,4164376,Null
28-12-2020,Madhya Pradesh,4558039,4189680,Null
29-12-2020,Madhya Pradesh,4586846,4217634,Null
30-12-2020,Madhya Pradesh,4613927,4243849,Null
31-12-2020,Madhya Pradesh,4641648,4270726,Null
01-01-2021,Madhya Pradesh,4670398,4298696,Null
02-01-2021,Madhya Pradesh,4696542,4324109,Null
03-01-2021,Madhya Pradesh,4722727,4349570,Null
04-01-2021,Madhya Pradesh,4747752,4373974,Null
05-01-2021,Madhya Pradesh,4774127,4399678,Null
06-01-2021,Madhya Pradesh,4800862,4425683,Null
07-01-2021,Madhya Pradesh,4827887,4451934,Null
08-01-2021,Madhya Pradesh,4853211,4476644,Null
09-01-2021,Madhya Pradesh,4877414,4500306,Null
10-01-2021,Madhya Pradesh,4902643,4524915,Null
11-01-2021,Madhya Pradesh,4925860,4547647,Null
12-01-2021,Madhya Pradesh,4949929,4571245,Null
13-01-2021,Madhya Pradesh,4974209,4595069,Null
14-01-2021,Madhya Pradesh,4998536,4618976,Null
15-01-2021,Madhya Pradesh,5021899,4641548,Null
16-01-2021,Madhya Pradesh,5045476,4664760,Null
17-01-2021,Madhya Pradesh,5069292,4688221,Null
18-01-2021,Madhya Pradesh,5089741,4708366,Null
19-01-2021,Madhya Pradesh,5112431,4730752,Null
20-01-2021,Madhya Pradesh,5134816,4752857,Null
21-01-2021,Madhya Pradesh,5159595,4777335,Null
22-01-2021,Madhya Pradesh,5185843,4803236,Null
23-01-2021,Madhya Pradesh,5210434,4827536,Null
24-01-2021,Madhya Pradesh,5234493,4851343,Null
25-01-2021,Madhya Pradesh,5255105,4871755,Null
26-01-2021,Madhya Pradesh,5274424,4890856,Null
27-01-2021,Madhya Pradesh,5290847,4907084,Null
28-01-2021,Madhya Pradesh,5307095,4923106,Null
29-01-2021,Madhya Pradesh,5325107,4940947,Null
30-01-2021,Madhya Pradesh,5343762,4959383,Null
31-01-2021,Madhya Pradesh,5361905,4977300,Null
01-02-2021,Madhya Pradesh,5376922,4992166,Null
02-02-2021,Madhya Pradesh,5392076,5007152,Null
03-02-2021,Madhya Pradesh,5405789,5020607,Null
04-02-2021,Madhya Pradesh,5420927,5035579,Null
05-02-2021,Madhya Pradesh,5437590,5052080,Null
06-02-2021,Madhya Pradesh,5454653,5068946,Null
07-02-2021,Madhya Pradesh,5470099,5084208,Null
08-02-2021,Madhya Pradesh,5483588,5097504,Null
09-02-2021,Madhya Pradesh,5498870,5112619,Null
10-02-2021,Madhya Pradesh,5513312,5126920,Null
11-02-2021,Madhya Pradesh,5528920,5142359,Null
12-02-2021,Madhya Pradesh,5545444,5158722,Null
13-02-2021,Madhya Pradesh,5561115,5174199,Null
14-02-2021,Madhya Pradesh,5575913,5188774,Null
15-02-2021,Madhya Pradesh,5589287,5201945,Null
16-02-2021,Madhya Pradesh,5603016,5215441,Null
17-02-2021,Madhya Pradesh,5618355,5230529,Null
18-02-2021,Madhya Pradesh,5632931,5244864,Null
19-02-2021,Madhya Pradesh,5647841,5259477,Null
20-02-2021,Madhya Pradesh,5662175,5273554,Null
21-02-2021,Madhya Pradesh,5677009,5288089,Null
22-02-2021,Madhya Pradesh,5690292,5301078,Null
23-02-2021,Madhya Pradesh,5704677,5315215,Null
24-02-2021,Madhya Pradesh,5719677,5329871,Null
25-02-2021,Madhya Pradesh,5735516,5345342,Null
26-02-2021,Madhya Pradesh,5751586,5361080,Null
27-02-2021,Madhya Pradesh,5769798,5378902,Null
28-02-2021,Madhya Pradesh,5786018,5394759,Null
01-03-2021,Madhya Pradesh,5798862,5407267,Null
02-03-2021,Madhya Pradesh,5813881,5421955,Null
03-03-2021,Madhya Pradesh,5830433,5438090,Null
04-03-2021,Madhya Pradesh,5846420,5453637,Null
05-03-2021,Madhya Pradesh,5863341,5470101,Null
06-03-2021,Madhya Pradesh,5878898,5485191,Null
07-03-2021,Madhya Pradesh,5895675,5501539,Null
08-03-2021,Madhya Pradesh,5911698,5517135,Null
09-03-2021,Madhya Pradesh,5926584,5531564,Null
10-03-2021,Madhya Pradesh,5943219,5547683,Null
11-03-2021,Madhya Pradesh,5959169,5563103,Null
12-03-2021,Madhya Pradesh,5973547,5576878,Null
13-03-2021,Madhya Pradesh,5989587,5592243,Null
14-03-2021,Madhya Pradesh,6006068,5607981,Null
15-03-2021,Madhya Pradesh,6020673,5621789,Null
16-03-2021,Madhya Pradesh,6036361,5636660,Null
17-03-2021,Madhya Pradesh,6053348,5652815,Null
18-03-2021,Madhya Pradesh,6071681,5670231,Null
19-03-2021,Madhya Pradesh,6092451,5689861,Null
20-03-2021,Madhya Pradesh,6117146,5713248,Null
21-03-2021,Madhya Pradesh,6140126,5734906,Null
22-03-2021,Madhya Pradesh,6165931,5759363,Null
23-03-2021,Madhya Pradesh,6189017,5780947,Null
24-03-2021,Madhya Pradesh,6214522,5804740,Null
25-03-2021,Madhya Pradesh,6241824,5830157,Null
26-03-2021,Madhya Pradesh,6270328,5856570,Null
27-03-2021,Madhya Pradesh,6297029,5881129,Null
28-03-2021,Madhya Pradesh,6322512,5904336,Null
29-03-2021,Madhya Pradesh,6345761,5925262,Null
30-03-2021,Madhya Pradesh,6366180,5943508,Null
31-03-2021,Madhya Pradesh,6389064,5964060,Null
01-04-2021,Madhya Pradesh,6414720,5987170,Null
02-04-2021,Madhya Pradesh,6441234,6010907,Null
03-04-2021,Madhya Pradesh,6468465,6035299,Null
04-04-2021,Madhya Pradesh,6497170,6060826,Null
05-04-2021,Madhya Pradesh,6528559,6088817,Null
06-04-2021,Madhya Pradesh,6562052,6118588,Null
07-04-2021,Madhya Pradesh,6595471,6147964,Null
08-04-2021,Madhya Pradesh,6628934,6177103,Null
09-04-2021,Madhya Pradesh,6666396,6209683,Null
10-04-2021,Madhya Pradesh,6703934,6242235,Null
11-04-2021,Madhya Pradesh,6743222,6275584,Null
12-04-2021,Madhya Pradesh,6781528,6307401,Null
13-04-2021,Madhya Pradesh,6828054,6344929,Null
14-04-2021,Madhya Pradesh,6872786,6379941,Null
15-04-2021,Madhya Pradesh,6920606,6417595,Null
16-04-2021,Madhya Pradesh,6970509,6456453,Null
17-04-2021,Madhya Pradesh,7023077,6497752,Null
18-04-2021,Madhya Pradesh,7076705,6539132,Null
19-04-2021,Madhya Pradesh,7127647,6577177,Null
20-04-2021,Madhya Pradesh,7179032,6615835,Null
21-04-2021,Madhya Pradesh,7233580,6657276,Null
22-04-2021,Madhya Pradesh,7284554,6695866,Null
23-04-2021,Madhya Pradesh,7341730,6739452,Null
24-04-2021,Madhya Pradesh,7397609,6782413,Null
25-04-2021,Madhya Pradesh,7456701,6827904,Null
26-04-2021,Madhya Pradesh,7511683,6870200,Null
27-04-2021,Madhya Pradesh,7570860,6915960,Null
28-04-2021,Madhya Pradesh,7629555,6961958,Null
29-04-2021,Madhya Pradesh,7689004,7008584,Null
30-04-2021,Madhya Pradesh,7747712,7054892,Null
01-05-2021,Madhya Pradesh,7808547,7103348,Null
02-05-2021,Madhya Pradesh,7869034,7151173,Null
03-05-2021,Madhya Pradesh,7926482,7198559,Null
04-05-2021,Madhya Pradesh,7992536,7250377,Null
05-05-2021,Madhya Pradesh,8058819,7304323,Null
06-05-2021,Madhya Pradesh,8126921,7360004,Null
07-05-2021,Madhya Pradesh,8192183,7413558,Null
08-05-2021,Madhya Pradesh,8258708,7468485,Null
09-05-2021,Madhya Pradesh,8323990,7522716,Null
10-05-2021,Madhya Pradesh,8385520,7574531,Null
11-05-2021,Madhya Pradesh,8451536,7630793,Null
12-05-2021,Madhya Pradesh,8516213,7686500,Null
13-05-2021,Madhya Pradesh,8582419,7744287,Null
14-05-2021,Madhya Pradesh,8650770,7804551,Null
15-05-2021,Madhya Pradesh,8710274,7865484,Null
16-05-2021,Madhya Pradesh,8785791,7924895,Null
17-05-2021,Madhya Pradesh,8850532,7983715,Null
18-05-2021,Madhya Pradesh,8919986,8047757,Null
19-05-2021,Madhya Pradesh,8992742,8115448,Null
20-05-2021,Madhya Pradesh,9070235,8187989,Null
21-05-2021,Madhya Pradesh,9148503,8261873,Null
22-05-2021,Madhya Pradesh,9228240,Null,Null
23-05-2021,Madhya Pradesh,9307323,Null,Null
24-05-2021,Madhya Pradesh,9383233,Null,Null
25-05-2021,Madhya Pradesh,9454649,Null,Null
26-05-2021,Madhya Pradesh,9524844,Null,Null
27-05-2021,Madhya Pradesh,9594450,Null,Null
28-05-2021,Madhya Pradesh,9666660,Null,Null
29-05-2021,Madhya Pradesh,9742593,Null,Null
30-05-2021,Madhya Pradesh,9821030,Null,Null
31-05-2021,Madhya Pradesh,9896447,Null,Null
01-06-2021,Madhya Pradesh,9966096,Null,Null
02-06-2021,Madhya Pradesh,10045890,Null,Null
03-06-2021,Madhya Pradesh,10124379,Null,Null
04-06-2021,Madhya Pradesh,10204296,Null,Null
05-06-2021,Madhya Pradesh,10286108,Null,Null
06-06-2021,Madhya Pradesh,10367744,Null,Null
07-06-2021,Madhya Pradesh,10442778,Null,Null
08-06-2021,Madhya Pradesh,10518760,Null,Null
09-06-2021,Madhya Pradesh,10595870,Null,Null
10-06-2021,Madhya Pradesh,10672339,Null,Null
11-06-2021,Madhya Pradesh,10751600,Null,Null
12-06-2021,Madhya Pradesh,10829438,Null,Null
13-06-2021,Madhya Pradesh,10906318,Null,Null
14-06-2021,Madhya Pradesh,10975520,Null,Null
15-06-2021,Madhya Pradesh,11045834,Null,Null
16-06-2021,Madhya Pradesh,11117921,Null,Null
17-06-2021,Madhya Pradesh,11191553,Null,Null
18-06-2021,Madhya Pradesh,11262974,Null,Null
19-06-2021,Madhya Pradesh,11334517,Null,Null
20-06-2021,Madhya Pradesh,11403065,Null,Null
21-06-2021,Madhya Pradesh,11468113,Null,Null
22-06-2021,Madhya Pradesh,11532528,Null,Null
23-06-2021,Madhya Pradesh,11598397,Null,Null
24-06-2021,Madhya Pradesh,11666850,Null,Null
25-06-2021,Madhya Pradesh,11735798,Null,Null
26-06-2021,Madhya Pradesh,11804713,Null,Null
27-06-2021,Madhya Pradesh,11873731,Null,Null
28-06-2021,Madhya Pradesh,11937101,Null,Null
29-06-2021,Madhya Pradesh,12004205,Null,Null
30-06-2021,Madhya Pradesh,12075742,Null,Null
01-07-2021,Madhya Pradesh,12150837,Null,Null
02-07-2021,Madhya Pradesh,12225177,Null,Null
03-07-2021,Madhya Pradesh,12299236,Null,Null
04-07-2021,Madhya Pradesh,12373136,Null,Null
05-07-2021,Madhya Pradesh,12440059,Null,Null
06-07-2021,Madhya Pradesh,12512247,Null,Null
07-07-2021,Madhya Pradesh,12655471,Null,790070
08-07-2021,Madhya Pradesh,12731932,Null,Null
09-07-2021,Madhya Pradesh,12806933,Null,Null
10-07-2021,Madhya Pradesh,12882976,Null,Null
11-07-2021,Madhya Pradesh,12956135,Null,Null
12-07-2021,Madhya Pradesh,13019105,Null,Null
13-07-2021,Madhya Pradesh,13096671,Null,Null
14-07-2021,Madhya Pradesh,13175353,Null,791594
15-07-2021,Madhya Pradesh,13252767,Null,791614
16-07-2021,Madhya Pradesh,13331081,Null,791629
17-07-2021,Madhya Pradesh,13408288,Null,791640
18-07-2021,Madhya Pradesh,13484070,Null,791658
19-07-2021,Madhya Pradesh,13549234,Null,791670
20-07-2021,Madhya Pradesh,13628509,Null,780987
21-07-2021,Madhya Pradesh,13708788,Null,791704
22-07-2021,Madhya Pradesh,13777331,Null,Null
23-07-2021,Madhya Pradesh,13853243,Null,791732
24-07-2021,Madhya Pradesh,13927528,Null,Null
25-07-2021,Madhya Pradesh,13999557,Null,Null
26-07-2021,Madhya Pradesh,14061460,Null,Null
27-07-2021,Madhya Pradesh,14136097,Null,Null
28-07-2021,Madhya Pradesh,14209454,Null,Null
29-07-2021,Madhya Pradesh,14283842,Null,Null
30-07-2021,Madhya Pradesh,14355902,Null,Null
31-07-2021,Madhya Pradesh,14427356,Null,Null
01-08-2021,Madhya Pradesh,14500009,Null,Null
02-08-2021,Madhya Pradesh,14563717,Null,Null
03-08-2021,Madhya Pradesh,14637303,Null,Null
04-08-2021,Madhya Pradesh,14712542,Null,Null
05-08-2021,Madhya Pradesh,14788621,Null,Null
06-08-2021,Madhya Pradesh,14864977,Null,Null
07-08-2021,Madhya Pradesh,14939051,Null,Null
08-08-2021,Madhya Pradesh,15011979,Null,Null
09-08-2021,Madhya Pradesh,15075376,Null,Null
10-08-2021,Madhya Pradesh,15144644,Null,Null
05-04-2020,Maharashtra,16008,14837,Null
06-04-2020,Maharashtra,17563,15808,868
07-04-2020,Maharashtra,20877,19290,1018
09-04-2020,Maharashtra,20877,19290,868
10-04-2020,Maharashtra,30000,28865,1135
11-04-2020,Maharashtra,31841,30477,1761
12-04-2020,Maharashtra,35668,34094,1761
13-04-2020,Maharashtra,39725,37964,1996
14-04-2020,Maharashtra,41071,39089,2340
15-04-2020,Maharashtra,45142,42808,2690
16-04-2020,Maharashtra,50882,48198,2916
17-04-2020,Maharashtra,55678,52762,3204
18-04-2020,Maharashtra,60166,56964,3323
19-04-2020,Maharashtra,66796,63476,3651
20-04-2020,Maharashtra,71321,67673,4204
21-04-2020,Maharashtra,75838,71638,4676
22-04-2020,Maharashtra,82304,77638,5229
23-04-2020,Maharashtra,89197,83979,5218
24-04-2020,Maharashtra,95210,89561,6427
25-04-2020,Maharashtra,100912,94485,6817
26-04-2020,Maharashtra,107979,101162,7928
27-04-2020,Maharashtra,115147,107519,8068
28-04-2020,Maharashtra,120620,112552,8590
29-04-2020,Maharashtra,128726,120136,9318
30-04-2020,Maharashtra,135694,126376,9915
01-05-2020,Maharashtra,144159,134244,10498
02-05-2020,Maharashtra,151085,140587,11506
